id_venta,id_producto,id_cliente,cantidad,fecha,valor_total_venta
V007913,P0245,C0244,10,2023-12-30,554.5
V005627,P0154,C0092,7,2021-07-17,241.43
V005233,P0343,C0238,1,2020-02-05,2.28
V003412,P0176,C0070,6,2021-03-16,457.20000000000005
V007046,P0366,C0279,7,2023-10-19,22.959999999999997
V007667,P0048,C0227,4,2020-05-30,91.72
V004511,P0331,C0060,1,2024-01-01,85.48
V002948,P0577,C0271,7,2020-07-22,86.17
V007793,P0108,C0295,1,2022-02-20,11.04
V002618,P0433,C0144,8,2022-11-06,162.32
V000425,P0497,C0076,7,2022-04-19,246.26
V005546,P0388,C0003,6,2023-05-02,334.08
V003682,P0583,C0271,7,2022-11-18,202.86
V003504,P0173,C0300,3,2020-12-20,176.73
V007963,P0006,C0049,2,2021-08-16,76.3
V007771,P0241,C0073,5,2023-04-12,160.45000000000002
V006501,P0541,C0197,1,2022-03-06,25.29
V000818,P0011,C0211,6,2020-02-17,378.12
V003224,P0199,C0154,5,2022-04-22,172.54999999999998
V005502,P0535,C0092,2,2020-04-28,15.44
V004915,P0358,C0125,1,2022-03-30,95.16
V002066,P0249,C0223,9,2023-04-17,76.41
V007973,P0300,C0041,4,2020-01-19,23.92
V003359,P0133,C0002,1,2022-12-22,32.54
V002082,P0550,C0113,10,2023-04-16,361.8
V002612,P0165,C0032,10,2023-05-30,932.0
V005259,P0035,C0057,8,2023-01-30,745.84
V003853,P0574,C0039,7,2022-12-25,629.3000000000001
V007838,P0275,C0049,1,2021-01-08,97.13
V003316,P0160,C0007,10,2021-10-10,969.7
V007620,P0179,C0237,8,2020-11-05,298.24
V006905,P0392,C0197,6,2020-04-06,51.72
V001670,P0297,C0017,1,2020-07-31,76.89
V007255,P0305,C0043,10,2020-04-13,551.3000000000001
V005713,P0597,C0050,2,2022-08-18,68.46
V002410,P0323,C0294,1,2023-07-31,63.62
V003492,P0433,C0178,6,2021-03-30,121.74
V004045,P0463,C0251,4,2022-12-22,374.24
V006479,P0364,C0042,8,2021-10-18,238.0
V001774,P0161,C0245,2,2023-03-15,42.62
V002155,P0199,C0032,7,2022-10-11,241.57
V007440,P0239,C0283,2,2024-02-05,89.4
V001042,P0275,C0033,9,2021-06-17,874.17
V006086,P0143,C0286,10,2021-09-06,881.4
V001254,P0061,C0039,6,2024-04-04,454.08000000000004
V002769,P0109,C0178,1,2024-03-05,25.04
V006620,P0158,C0210,4,2023-05-06,44.36
V003200,P0478,C0164,2,2023-11-28,170.9
V000299,P0465,C0192,3,2023-10-16,116.82
V002457,P0091,C0071,1,2020-08-12,71.67
V006962,P0446,C0213,3,2022-06-13,208.53000000000003
V004588,P0471,C0210,8,2023-11-24,528.4
V006310,P0119,C0234,10,2022-09-24,947.3000000000001
V003457,P0493,C0125,10,2020-09-25,613.2
V006179,P0474,C0269,6,2020-03-07,10.92
V005288,P0336,C0160,8,2021-02-08,319.28
V007160,P0020,C0265,5,2022-09-25,343.54999999999995
V000895,P0287,C0232,4,2023-09-30,274.68
V003302,P0516,C0050,6,2021-04-09,142.38
V005386,P0177,C0282,3,2023-08-21,245.82
V007350,P0187,C0021,3,2020-03-04,81.87
V002340,P0391,C0079,5,2022-09-11,474.85
V002072,P0292,C0203,4,2022-08-15,156.48
V003896,P0221,C0164,9,2022-07-24,743.04
V006422,P0294,C0218,4,2024-01-21,378.0
V001235,P0172,C0271,9,2024-05-10,58.949999999999996
V003590,P0234,C0256,9,2020-04-20,611.5500000000001
V001782,P0448,C0073,8,2024-05-30,153.68
V005877,P0446,C0064,4,2021-03-27,278.04
V004133,P0339,C0188,4,2022-11-12,164.6
V001299,P0270,C0030,6,2022-01-07,123.72
V001373,P0486,C0056,4,2020-12-30,200.24
V004431,P0382,C0060,2,2023-09-02,132.18
V006475,P0311,C0119,5,2024-06-10,261.15
V006636,P0546,C0182,9,2024-02-23,657.36
V000684,P0258,C0096,7,2022-12-24,182.63
V003851,P0434,C0245,1,2022-05-21,70.52
V002731,P0019,C0261,5,2020-09-15,369.85
V002520,P0282,C0260,6,2021-07-30,70.19999999999999
V007430,P0470,C0004,3,2020-04-01,223.70999999999998
V007144,P0350,C0243,8,2022-05-18,565.68
V003898,P0326,C0165,2,2020-10-03,18.1
V000828,P0487,C0166,5,2024-03-01,284.9
V002667,P0405,C0222,4,2024-01-22,322.32
V001581,P0389,C0248,9,2023-01-16,753.3000000000001
V000440,P0154,C0015,7,2021-03-24,241.43
V001840,P0419,C0209,1,2022-04-03,78.33
V002653,P0391,C0047,1,2021-01-31,94.97
V004848,P0443,C0224,5,2021-11-05,498.6
V001295,P0037,C0089,1,2021-05-05,71.19
V002234,P0294,C0169,7,2023-03-06,661.5
V006216,P0099,C0092,7,2020-09-22,361.27
V006652,P0427,C0199,6,2023-08-10,96.06
V003962,P0239,C0025,4,2021-07-02,178.8
V003062,P0426,C0254,10,2020-07-05,556.3000000000001
V004834,P0344,C0056,1,2020-12-15,76.41
V004263,P0381,C0199,8,2022-05-20,138.24
V005003,P0469,C0143,6,2023-10-28,310.74
V002557,P0233,C0165,3,2024-01-29,57.84
V003713,P0372,C0291,5,2021-06-08,445.65
V001077,P0545,C0249,4,2021-09-29,209.8
V004567,P0235,C0043,2,2022-03-11,85.2
V000720,P0419,C0286,5,2024-04-12,391.65
V003960,P0526,C0132,7,2020-11-29,169.82000000000002
V004592,P0192,C0216,6,2020-05-05,507.72
V003707,P0499,C0186,3,2020-01-12,110.19
V000825,P0362,C0088,4,2023-04-15,98.96
V006353,P0581,C0123,5,2021-12-04,6.05
V007936,P0337,C0234,2,2020-08-27,28.96
V005244,P0468,C0212,9,2023-03-30,91.8
V001253,P0572,C0011,6,2020-05-02,450.06000000000006
V001455,P0129,C0057,7,2021-01-20,401.73
V006120,P0149,C0276,8,2024-04-10,200.4
V003637,P0008,C0065,4,2022-09-23,336.76
V005745,P0266,C0119,2,2020-12-26,96.52
V006032,P0351,C0286,5,2024-06-16,15.149999999999999
V000335,P0398,C0234,9,2020-10-23,255.96
V000238,P0448,C0154,3,2020-01-11,57.63
V005236,P0266,C0243,4,2020-01-13,193.04
V003688,P0239,C0073,7,2020-03-04,312.90000000000003
V000826,P0253,C0059,4,2022-07-24,265.76
V005604,P0066,C0144,10,2020-04-12,171.5
V005021,P0206,C0199,1,2022-06-18,19.2
V006405,P0505,C0037,4,2023-11-17,38.0
V004648,P0434,C0263,5,2021-06-28,352.59999999999997
V001988,P0159,C0058,7,2021-03-30,408.38
V005442,P0364,C0004,4,2023-09-06,119.0
V001218,P0255,C0119,4,2021-03-24,196.92
V007870,P0089,C0045,5,2024-04-05,474.35
V002876,P0266,C0174,1,2020-09-07,48.26
V000239,P0236,C0162,2,2022-12-05,150.7
V006234,P0048,C0002,8,2020-11-30,183.44
V004954,P0481,C0183,4,2022-06-25,305.76
V006875,P0279,C0050,8,2020-01-19,20.8
V006984,P0170,C0181,9,2020-10-15,580.32
V004440,P0201,C0163,7,2023-08-10,22.26
V000926,P0498,C0028,2,2020-11-30,31.72
V001211,P0300,C0061,2,2022-10-02,11.96
V003237,P0057,C0226,5,2021-09-12,371.55
V006105,P0516,C0038,8,2022-01-08,189.84
V003467,P0241,C0007,8,2022-07-22,256.72
V001092,P0136,C0152,4,2023-03-10,260.8
V003006,P0323,C0250,4,2023-12-24,254.48
V007937,P0139,C0043,1,2022-01-05,79.17
V007399,P0544,C0230,9,2020-11-05,721.98
V005257,P0003,C0140,8,2022-01-08,404.64
V002370,P0214,C0058,10,2021-09-01,214.89999999999998
V005152,P0201,C0058,8,2021-12-21,25.44
V002275,P0336,C0255,2,2021-03-06,79.82
V005934,P0131,C0276,1,2023-11-06,1.94
V007326,P0245,C0046,1,2023-01-28,55.45
V002124,P0316,C0021,2,2020-01-05,37.28
V003542,P0076,C0186,9,2021-03-05,300.51
V005081,P0305,C0071,2,2020-10-25,110.26
V007642,P0096,C0140,3,2020-01-13,117.99
V001983,P0360,C0037,2,2020-11-17,119.94
V005205,P0558,C0286,2,2021-08-24,67.08
V007116,P0345,C0075,6,2024-02-02,435.65999999999997
V001689,P0159,C0240,4,2021-03-24,233.36
V000596,P0546,C0279,2,2023-12-12,146.08
V006125,P0187,C0125,1,2021-06-04,27.29
V006268,P0512,C0078,5,2020-09-26,231.4
V005791,P0367,C0205,10,2021-11-14,442.40000000000003
V003143,P0362,C0169,10,2024-03-31,247.39999999999998
V007064,P0174,C0251,2,2023-06-28,121.34
V000617,P0008,C0243,7,2020-06-29,589.3299999999999
V004441,P0167,C0073,7,2020-03-12,617.19
V007301,P0028,C0133,10,2020-03-20,775.9000000000001
V006071,P0471,C0088,10,2021-01-10,660.5
V006374,P0026,C0161,7,2022-09-24,624.75
V007394,P0527,C0041,7,2022-11-12,617.89
V002616,P0040,C0262,5,2022-08-27,177.85
V004617,P0185,C0277,9,2024-01-08,202.5
V002063,P0313,C0243,10,2023-04-17,879.5
V007408,P0413,C0227,10,2022-03-02,961.3
V004718,P0078,C0216,2,2023-02-24,123.14
V003126,P0164,C0131,7,2024-03-28,622.44
V000605,P0544,C0143,9,2020-09-01,721.98
V007178,P0339,C0168,6,2020-04-07,246.89999999999998
V000534,P0019,C0277,7,2021-07-07,517.79
V004966,P0436,C0026,5,2024-03-05,490.95
V000885,P0341,C0163,4,2023-12-02,322.64
V007501,P0559,C0186,8,2023-07-01,168.0
V002414,P0120,C0166,5,2022-09-18,136.7
V006141,P0343,C0033,9,2021-02-24,20.52
V002806,P0554,C0187,1,2023-08-01,42.83
V006954,P0006,C0082,3,2020-07-19,114.44999999999999
V000676,P0257,C0244,5,2024-02-16,325.65
V006029,P0537,C0167,5,2022-12-26,447.70000000000005
V005497,P0360,C0027,9,2020-10-27,539.73
V001010,P0364,C0297,1,2022-06-04,29.75
V001415,P0255,C0254,9,2020-10-24,443.07
V007949,P0181,C0093,4,2023-02-02,216.92
V002010,P0077,C0183,3,2023-05-31,3.99
V004936,P0399,C0159,8,2022-10-29,385.2
V002500,P0319,C0206,1,2022-10-09,27.42
V005276,P0546,C0027,5,2023-12-23,365.20000000000005
V002024,P0513,C0046,10,2021-04-30,237.7
V005625,P0411,C0002,4,2021-12-21,289.08
V004071,P0579,C0237,6,2020-12-07,570.36
V005468,P0355,C0026,2,2023-09-11,189.74
V004472,P0036,C0005,9,2023-01-23,58.32000000000001
V007595,P0579,C0163,6,2020-09-01,570.36
V007435,P0144,C0210,10,2023-06-16,132.79999999999998
V004258,P0447,C0127,5,2023-02-18,205.25
V002651,P0440,C0263,7,2023-06-25,399.91
V001538,P0549,C0131,8,2021-01-01,475.12
V004793,P0588,C0295,3,2024-02-28,69.87
V007551,P0138,C0137,9,2021-08-11,376.74
V005811,P0337,C0144,10,2020-11-24,144.8
V000070,P0178,C0144,1,2021-08-17,11.5
V004066,P0124,C0160,4,2022-05-12,242.52
V000387,P0151,C0053,4,2022-11-15,207.2
V007855,P0401,C0119,10,2021-11-01,804.8000000000001
V005829,P0521,C0218,3,2021-03-29,60.92999999999999
V000452,P0196,C0185,5,2022-10-10,173.35000000000002
V006416,P0428,C0037,6,2023-02-25,246.95999999999998
V003468,P0381,C0002,2,2022-11-14,34.56
V001470,P0359,C0167,10,2020-05-08,255.39999999999998
V000772,P0274,C0042,10,2024-01-12,505.09999999999997
V002421,P0456,C0126,9,2023-12-05,394.2
V003733,P0340,C0192,7,2024-05-29,112.41999999999999
V000916,P0457,C0200,6,2023-11-01,25.86
V004466,P0173,C0084,3,2022-03-02,176.73
V000079,P0302,C0101,9,2021-05-12,371.34
V001956,P0218,C0015,2,2022-04-26,129.1
V006654,P0153,C0255,5,2022-01-30,263.15000000000003
V003259,P0323,C0031,5,2022-11-02,318.09999999999997
V004152,P0592,C0214,7,2024-06-06,599.62
V007171,P0188,C0021,9,2020-08-07,19.89
V005133,P0471,C0093,1,2022-08-15,66.05
V003336,P0438,C0143,4,2021-02-08,91.48
V006684,P0586,C0071,10,2023-01-02,576.7
V002686,P0209,C0166,4,2022-04-21,169.24
V003265,P0188,C0184,8,2024-04-26,17.68
V000277,P0342,C0015,1,2023-11-13,84.67
V004249,P0434,C0300,4,2022-11-24,282.08
V003948,P0389,C0277,3,2024-04-09,251.10000000000002
V002003,P0447,C0001,6,2022-01-02,246.29999999999998
V006417,P0586,C0248,8,2021-01-25,461.36
V006605,P0425,C0089,3,2024-06-12,89.82000000000001
V002180,P0282,C0163,1,2020-04-20,11.7
V000824,P0002,C0192,5,2022-08-18,78.35
V007249,P0382,C0148,3,2023-05-15,198.27
V006003,P0139,C0210,5,2020-07-05,395.85
V005066,P0477,C0048,8,2021-04-25,328.0
V001821,P0396,C0089,7,2024-07-09,242.97
V004820,P0203,C0122,2,2020-06-04,140.96
V001490,P0062,C0159,8,2024-01-29,150.32
V002942,P0251,C0025,4,2022-10-29,341.8
V003714,P0564,C0181,9,2023-07-19,825.57
V001415,P0083,C0254,6,2020-10-24,297.24
V001607,P0013,C0074,4,2022-07-01,31.92
V004192,P0299,C0032,10,2020-09-13,561.9
V002878,P0342,C0174,3,2023-08-18,254.01
V007018,P0501,C0216,6,2023-02-07,221.45999999999998
V007307,P0276,C0159,2,2021-04-07,65.68
V006486,P0419,C0084,8,2023-11-27,626.64
V000341,P0091,C0004,9,2021-08-22,645.03
V002422,P0096,C0155,2,2020-04-28,78.66
V006152,P0116,C0114,3,2022-09-30,122.64000000000001
V000221,P0018,C0204,6,2021-08-28,354.24
V001389,P0492,C0002,7,2024-01-25,190.75
V000754,P0377,C0139,9,2021-10-24,333.36
V005453,P0535,C0069,9,2022-01-18,69.48
V002608,P0190,C0238,3,2021-02-03,44.19
V004380,P0505,C0244,2,2020-03-29,19.0
V004764,P0160,C0001,2,2021-03-05,193.94
V000781,P0082,C0093,4,2024-02-08,141.28
V000800,P0179,C0099,1,2022-05-02,37.28
V001831,P0352,C0071,10,2024-04-05,478.6
V004439,P0563,C0168,4,2022-12-22,252.68
V003736,P0121,C0030,7,2022-08-06,103.67
V002682,P0302,C0090,5,2024-04-25,206.29999999999998
V001381,P0251,C0060,7,2020-10-15,598.15
V007855,P0327,C0119,6,2021-11-01,66.0
V007393,P0180,C0214,5,2023-09-28,399.05
V002613,P0314,C0255,3,2021-01-31,195.87
V003508,P0167,C0034,3,2023-02-15,264.51
V005287,P0167,C0069,2,2023-05-13,176.34
V004373,P0285,C0265,1,2023-01-19,50.74
V007306,P0292,C0187,5,2021-04-12,195.6
V006568,P0087,C0185,2,2022-01-16,102.8
V006273,P0344,C0078,7,2023-10-04,534.87
V007322,P0367,C0056,6,2023-02-21,265.44
V002498,P0018,C0106,4,2020-04-22,236.16
V003125,P0449,C0270,7,2022-11-21,294.77
V002956,P0563,C0163,8,2020-08-08,505.36
V005344,P0091,C0003,7,2020-06-13,501.69
V007089,P0311,C0061,2,2022-06-16,104.46
V004967,P0008,C0086,7,2024-06-02,589.3299999999999
V000428,P0072,C0237,2,2022-11-02,62.86
V007472,P0003,C0154,10,2021-12-06,505.79999999999995
V000906,P0450,C0139,9,2024-01-15,540.1800000000001
V005074,P0172,C0243,6,2021-06-26,39.3
V005539,P0516,C0281,3,2022-08-18,71.19
V000559,P0568,C0224,2,2020-08-15,139.48
V006058,P0329,C0152,6,2021-10-01,94.62
V000265,P0285,C0003,6,2022-05-20,304.44
V001851,P0255,C0137,10,2020-03-19,492.29999999999995
V001466,P0581,C0299,2,2021-02-15,2.42
V003759,P0202,C0041,2,2021-08-29,155.82
V005730,P0044,C0291,7,2024-06-21,74.97
V004631,P0536,C0109,1,2020-02-21,84.88
V004603,P0255,C0069,7,2022-12-31,344.60999999999996
V000529,P0291,C0031,7,2020-04-03,176.26
V000210,P0011,C0203,5,2020-05-30,315.1
V006708,P0518,C0238,10,2022-03-29,759.0999999999999
V005252,P0389,C0181,10,2021-09-20,837.0
V006488,P0359,C0271,3,2020-09-03,76.62
V001403,P0468,C0186,7,2021-12-12,71.39999999999999
V002112,P0503,C0139,1,2023-10-16,28.99
V006398,P0343,C0267,6,2023-06-03,13.68
V002606,P0176,C0267,8,2022-02-09,609.6
V002936,P0447,C0190,3,2020-01-08,123.14999999999999
V007441,P0562,C0249,4,2020-07-25,315.72
V005857,P0068,C0032,1,2023-08-07,29.81
V006432,P0246,C0212,1,2023-02-13,39.77
V004344,P0194,C0300,6,2023-11-17,260.28000000000003
V000118,P0187,C0182,6,2021-03-01,163.74
V003926,P0576,C0211,8,2023-11-11,382.56
V004430,P0410,C0144,9,2022-05-26,676.6200000000001
V002897,P0503,C0192,3,2024-02-11,86.97
V004645,P0157,C0166,10,2022-07-07,516.3000000000001
V004295,P0307,C0139,5,2023-12-13,113.0
V006462,P0549,C0078,5,2023-06-27,296.95
V005744,P0060,C0144,8,2021-07-27,284.96
V005853,P0481,C0240,9,2021-03-15,687.96
V000990,P0119,C0258,4,2023-03-05,378.92
V000874,P0353,C0243,5,2023-10-19,210.10000000000002
V006389,P0300,C0104,1,2024-07-05,5.98
V006132,P0353,C0037,3,2023-03-07,126.06
V001781,P0547,C0093,2,2024-07-08,189.56
V002983,P0120,C0124,9,2020-12-14,246.06
V003410,P0496,C0163,8,2023-11-01,483.2
V002071,P0145,C0185,5,2020-06-12,144.75
V005429,P0317,C0049,1,2023-06-28,59.08
V004125,P0356,C0264,10,2020-01-29,341.59999999999997
V004450,P0395,C0161,10,2021-11-08,560.2
V001460,P0113,C0142,3,2020-03-30,64.94999999999999
V003975,P0234,C0005,7,2022-11-29,475.65000000000003
V005465,P0455,C0137,3,2023-11-10,257.34000000000003
V004156,P0329,C0295,9,2021-08-04,141.93
V001857,P0191,C0227,10,2023-05-26,750.4000000000001
V004898,P0004,C0119,3,2022-12-04,218.64
V000519,P0314,C0002,1,2023-01-14,65.29
V003011,P0001,C0061,7,2023-08-02,412.37
V003062,P0385,C0254,5,2020-07-05,169.85
V002550,P0432,C0152,9,2022-07-15,543.6899999999999
V005279,P0589,C0216,3,2024-02-06,241.56
V006291,P0161,C0053,5,2024-06-02,106.55
V003405,P0570,C0173,1,2020-08-16,57.53
V005192,P0248,C0206,10,2020-04-24,307.4
V000421,P0103,C0009,2,2022-06-12,96.74
V002903,P0078,C0084,10,2023-12-22,615.7
V005865,P0016,C0114,7,2022-12-11,46.97
V004398,P0337,C0300,3,2023-07-21,43.44
V000921,P0130,C0256,6,2023-01-28,352.08
V003554,P0133,C0148,2,2021-04-15,65.08
V001721,P0512,C0203,10,2020-01-13,462.8
V007057,P0160,C0137,2,2023-05-21,193.94
V003937,P0415,C0220,3,2023-09-05,279.15
V006862,P0478,C0150,8,2023-09-20,683.6
V000498,P0515,C0059,2,2021-01-17,161.42
V007265,P0173,C0150,6,2023-01-21,353.46
V003579,P0112,C0217,7,2023-12-18,265.72
V003724,P0286,C0054,4,2020-07-21,118.4
V003824,P0269,C0143,1,2022-12-09,74.18
V002461,P0370,C0260,4,2020-02-29,267.64
V002165,P0251,C0021,2,2022-03-07,170.9
V002227,P0549,C0057,1,2023-07-05,59.39
V005281,P0247,C0104,7,2021-09-03,372.40000000000003
V003559,P0060,C0285,7,2023-11-08,249.33999999999997
V005711,P0503,C0092,5,2021-05-20,144.95
V002424,P0183,C0104,1,2022-03-26,83.7
V001340,P0365,C0276,1,2020-05-16,41.28
V007093,P0026,C0214,3,2023-11-09,267.75
V006821,P0561,C0147,7,2024-04-09,327.25
V002701,P0043,C0154,10,2021-08-11,73.8
V000950,P0523,C0183,5,2023-12-30,299.6
V007137,P0330,C0155,9,2020-12-31,751.14
V002491,P0279,C0260,10,2022-09-14,26.0
V003377,P0465,C0278,9,2020-09-22,350.46
V000356,P0553,C0143,4,2021-03-03,54.04
V006714,P0332,C0152,6,2021-04-27,78.78
V005558,P0336,C0168,9,2020-05-03,359.18999999999994
V003398,P0417,C0106,6,2022-01-14,364.14
V005746,P0098,C0261,9,2022-12-03,814.0500000000001
V005719,P0411,C0203,2,2023-09-30,144.54
V000961,P0037,C0104,1,2023-09-09,71.19
V001817,P0385,C0283,4,2023-11-30,135.88
V001546,P0340,C0218,4,2023-05-05,64.24
V005932,P0276,C0060,7,2024-03-30,229.88000000000002
V006821,P0155,C0147,3,2024-04-09,81.21000000000001
V000927,P0112,C0038,5,2024-06-13,189.8
V001926,P0058,C0270,4,2021-07-07,131.64
V003127,P0475,C0246,2,2023-03-30,145.22
V004728,P0211,C0084,2,2023-06-19,68.74
V003737,P0124,C0004,5,2022-04-15,303.15000000000003
V000971,P0072,C0043,2,2021-12-10,62.86
V002926,P0201,C0232,9,2023-07-11,28.62
V002278,P0480,C0165,7,2021-03-27,238.34999999999997
V004471,P0023,C0215,3,2020-03-02,65.85
V002968,P0335,C0168,3,2020-05-10,228.36
V000498,P0410,C0059,3,2021-01-17,225.54000000000002
V004858,P0478,C0153,8,2023-03-14,683.6
V004134,P0281,C0049,10,2024-05-22,156.1
V000592,P0080,C0067,3,2020-02-23,70.02
V003206,P0030,C0022,7,2020-06-13,292.39000000000004
V004624,P0284,C0078,4,2020-02-02,111.84
V003554,P0127,C0148,5,2021-04-15,345.0
V005231,P0139,C0041,4,2022-02-05,316.68
V000682,P0230,C0238,10,2023-05-04,622.2
V000077,P0506,C0120,3,2021-10-20,149.16
V000550,P0183,C0194,5,2021-08-29,418.5
V000767,P0127,C0279,10,2020-12-09,690.0
V004629,P0598,C0174,6,2021-05-02,186.96
V003138,P0347,C0038,2,2023-03-04,43.32
V006158,P0218,C0247,9,2023-09-23,580.9499999999999
V004769,P0072,C0251,10,2022-09-10,314.3
V003280,P0079,C0073,6,2021-08-16,23.46
V007827,P0429,C0152,2,2020-08-20,42.02
V003369,P0523,C0248,4,2023-10-01,239.68
V001898,P0441,C0286,10,2024-01-26,905.8
V006308,P0314,C0026,4,2021-10-10,261.16
V005790,P0295,C0173,5,2022-04-20,285.95
V003848,P0584,C0096,1,2024-03-11,78.17
V004265,P0270,C0210,2,2021-05-04,41.24
V005146,P0001,C0048,7,2020-01-21,412.37
V003525,P0397,C0027,2,2020-01-05,51.96
V000582,P0588,C0030,10,2024-05-22,232.89999999999998
V002522,P0177,C0048,2,2020-10-07,163.88
V003430,P0539,C0246,10,2024-03-10,170.5
V006251,P0581,C0215,5,2024-04-10,6.05
V005731,P0344,C0032,10,2024-04-08,764.0999999999999
V005478,P0580,C0255,6,2020-04-28,55.980000000000004
V005930,P0109,C0043,8,2020-09-19,200.32
V002662,P0044,C0230,2,2023-08-04,21.42
V001945,P0060,C0129,3,2021-01-01,106.85999999999999
V001268,P0503,C0137,6,2021-09-23,173.94
V003879,P0370,C0286,3,2023-07-05,200.73
V000921,P0094,C0256,5,2023-01-28,173.35000000000002
V003619,P0336,C0036,4,2021-12-18,159.64
V007537,P0232,C0174,5,2023-04-16,183.25
V005238,P0297,C0195,9,2021-02-23,692.01
V001391,P0274,C0161,8,2021-08-05,404.08
V003623,P0370,C0297,2,2024-03-30,133.82
V003486,P0089,C0032,4,2021-02-16,379.48
V005291,P0059,C0281,5,2021-07-01,471.59999999999997
V006949,P0454,C0069,1,2023-05-15,61.21
V004275,P0057,C0137,4,2021-12-30,297.24
V001624,P0450,C0027,4,2021-04-13,240.08
V006176,P0173,C0156,2,2021-05-12,117.82
V003951,P0258,C0036,1,2024-04-30,26.09
V005115,P0268,C0132,6,2021-08-30,318.36
V001739,P0468,C0197,6,2023-02-20,61.199999999999996
V000036,P0432,C0044,1,2022-03-12,60.41
V000979,P0297,C0153,7,2024-06-20,538.23
V000135,P0436,C0060,4,2023-09-07,392.76
V004340,P0505,C0106,5,2022-01-10,47.5
V005676,P0553,C0117,5,2022-04-13,67.55
V000913,P0294,C0213,7,2020-06-28,661.5
V006047,P0244,C0143,9,2021-10-17,709.29
V001916,P0259,C0061,4,2020-01-29,175.2
V003048,P0179,C0037,8,2020-12-22,298.24
V004891,P0111,C0122,10,2021-11-10,750.6
V001788,P0039,C0090,2,2021-05-01,138.0
V002531,P0487,C0276,7,2021-02-21,398.85999999999996
V007163,P0097,C0190,2,2023-03-24,95.84
V000794,P0161,C0150,8,2021-04-10,170.48
V003866,P0048,C0261,5,2022-08-20,114.65
V000532,P0036,C0166,7,2024-02-27,45.36
V007715,P0089,C0183,10,2022-02-02,948.7
V005960,P0130,C0224,4,2022-02-08,234.72
V007314,P0547,C0166,2,2021-08-27,189.56
V006449,P0133,C0165,7,2022-08-27,227.78
V000843,P0188,C0056,9,2021-08-02,19.89
V004558,P0403,C0155,1,2022-03-09,65.66
V005363,P0206,C0262,5,2020-11-14,96.0
V006762,P0417,C0265,6,2022-01-19,364.14
V001611,P0172,C0139,4,2021-02-27,26.2
V007411,P0229,C0028,7,2022-11-08,119.55999999999999
V003092,P0255,C0047,4,2021-01-13,196.92
V006676,P0037,C0250,4,2023-07-17,284.76
V003153,P0138,C0234,9,2020-02-24,376.74
V006026,P0551,C0144,7,2020-03-16,504.56
V003402,P0209,C0223,7,2021-01-17,296.17
V002395,P0019,C0295,7,2023-06-18,517.79
V001839,P0194,C0132,7,2020-12-06,303.66
V002977,P0377,C0275,9,2020-07-22,333.36
V003648,P0257,C0249,5,2023-04-25,325.65
V005231,P0062,C0041,7,2022-02-05,131.53
V001921,P0197,C0074,5,2020-06-12,160.25
V004275,P0279,C0137,1,2021-12-30,2.6
V007261,P0466,C0092,9,2020-05-16,592.1999999999999
V007428,P0061,C0123,2,2024-05-27,151.36
V001066,P0177,C0237,6,2022-07-09,491.64
V000540,P0553,C0138,5,2021-10-23,67.55
V004443,P0242,C0073,9,2022-09-08,807.3000000000001
V007940,P0176,C0184,5,2020-04-17,381.0
V000779,P0338,C0099,9,2023-04-20,320.04
V006408,P0348,C0037,2,2023-02-09,168.24
V006762,P0203,C0265,2,2022-01-19,140.96
V000853,P0355,C0114,3,2022-09-03,284.61
V000842,P0504,C0109,2,2020-11-25,73.3
V001730,P0101,C0161,10,2023-10-12,860.3
V005193,P0211,C0291,9,2021-07-19,309.33
V005803,P0535,C0032,4,2020-11-03,30.88
V007715,P0478,C0183,7,2022-02-02,598.15
V005503,P0119,C0206,1,2024-05-26,94.73
V002450,P0592,C0300,6,2021-09-02,513.96
V003151,P0480,C0123,8,2022-09-21,272.4
V000108,P0454,C0281,6,2021-03-08,367.26
V001740,P0365,C0195,4,2022-10-25,165.12
V003388,P0310,C0271,7,2023-04-02,65.38
V007636,P0460,C0263,5,2020-10-20,387.8
V004626,P0209,C0003,10,2024-03-21,423.1
V000420,P0027,C0199,8,2020-06-16,270.8
V002676,P0291,C0228,7,2023-08-11,176.26
V005893,P0274,C0300,7,2022-07-17,353.57
V005582,P0539,C0074,3,2021-10-14,51.150000000000006
V004608,P0534,C0254,6,2021-04-15,473.70000000000005
V003269,P0232,C0246,10,2024-04-14,366.5
V000780,P0398,C0253,5,2022-08-16,142.20000000000002
V001752,P0522,C0238,10,2024-06-19,317.1
V004387,P0513,C0256,2,2023-01-27,47.54
V005978,P0430,C0297,3,2023-03-08,168.45
V004965,P0244,C0162,4,2020-04-26,315.24
V000505,P0191,C0122,4,2020-02-02,300.16
V001825,P0389,C0047,6,2022-10-06,502.20000000000005
V000620,P0058,C0123,7,2024-02-01,230.36999999999998
V006734,P0507,C0200,4,2021-09-23,50.04
V004875,P0365,C0215,7,2022-07-02,288.96000000000004
V006682,P0446,C0237,1,2021-11-25,69.51
V002087,P0416,C0269,9,2020-07-05,435.68999999999994
V005374,P0091,C0208,10,2020-03-19,716.7
V005066,P0023,C0048,9,2021-04-25,197.54999999999998
V006998,P0097,C0005,3,2024-03-07,143.76
V002277,P0163,C0088,6,2021-06-17,219.60000000000002
V001522,P0058,C0241,1,2023-05-12,32.91
V006876,P0181,C0279,5,2022-11-24,271.15
V007985,P0347,C0174,3,2024-06-19,64.98
V000918,P0066,C0283,5,2024-05-22,85.75
